,title,file_name,pid,name,parent_pid,file_path
60,Process,04ad737a6336.xml,3908,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
61,Process,04ad737a6336.xml,3916,powershell.exe,1204,c:\windows\system32\windowspowershell\v1.0\powershell.exe
62,Process,04ad737a6336.xml,3924,powershell.exe,2052,c:\windows\system32\windowspowershell\v1.0\powershell.exe
63,Process,04ad737a6336.xml,3932,powershell.exe,2436,c:\windows\system32\windowspowershell\v1.0\powershell.exe
64,Process,04ad737a6336.xml,3940,powershell.exe,1972,c:\windows\system32\windowspowershell\v1.0\powershell.exe
65,Process,04ad737a6336.xml,3948,powershell.exe,1416,c:\windows\system32\windowspowershell\v1.0\powershell.exe
66,Process,04ad737a6336.xml,3992,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
67,Process,04ad737a6336.xml,2240,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
68,Process,04ad737a6336.xml,3036,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
69,Process,04ad737a6336.xml,2500,powershell.exe,2620,c:\windows\system32\windowspowershell\v1.0\powershell.exe
70,Process,04ad737a6336.xml,3248,powershell.exe,2548,c:\windows\system32\windowspowershell\v1.0\powershell.exe
71,Process,04ad737a6336.xml,2400,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
72,Process,04ad737a6336.xml,3368,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
73,Process,04ad737a6336.xml,3464,powershell.exe,2556,c:\windows\system32\windowspowershell\v1.0\powershell.exe
74,Process,04ad737a6336.xml,3540,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
75,Process,04ad737a6336.xml,3012,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
76,Process,04ad737a6336.xml,3000,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
77,Process,04ad737a6336.xml,3720,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
78,Process,04ad737a6336.xml,3828,powershell.exe,2140,c:\windows\system32\windowspowershell\v1.0\powershell.exe
79,Process,04ad737a6336.xml,2036,powershell.exe,2192,c:\windows\system32\windowspowershell\v1.0\powershell.exe
80,Process,04ad737a6336.xml,1400,powershell.exe,1444,c:\windows\system32\windowspowershell\v1.0\powershell.exe
81,Process,04ad737a6336.xml,2220,powershell.exe,2428,c:\windows\system32\windowspowershell\v1.0\powershell.exe
82,Process,04ad737a6336.xml,1312,powershell.exe,1600,c:\windows\system32\windowspowershell\v1.0\powershell.exe
83,Process,04ad737a6336.xml,1356,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
84,Process,04ad737a6336.xml,776,powershell.exe,1276,c:\windows\system32\windowspowershell\v1.0\powershell.exe
85,Process,04ad737a6336.xml,2488,powershell.exe,1560,c:\windows\system32\windowspowershell\v1.0\powershell.exe
86,Process,04ad737a6336.xml,4344,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
87,Process,04ad737a6336.xml,4420,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
88,Process,04ad737a6336.xml,4444,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
89,Process,04ad737a6336.xml,4484,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
90,Process,04ad737a6336.xml,4524,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
91,Process,04ad737a6336.xml,4544,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
92,Process,04ad737a6336.xml,4616,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
93,Process,04ad737a6336.xml,4648,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
94,Process,04ad737a6336.xml,4716,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
95,Process,04ad737a6336.xml,4756,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
96,Process,04ad737a6336.xml,4796,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
97,Process,04ad737a6336.xml,4832,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
98,Process,04ad737a6336.xml,4872,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
99,Process,04ad737a6336.xml,4924,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
100,Process,04ad737a6336.xml,4948,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
101,Process,04ad737a6336.xml,4972,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
102,Process,04ad737a6336.xml,5012,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
103,Process,04ad737a6336.xml,5084,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
104,Process,04ad737a6336.xml,5112,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
105,Process,04ad737a6336.xml,4328,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
106,Process,04ad737a6336.xml,3252,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
107,Process,04ad737a6336.xml,3124,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
108,Process,04ad737a6336.xml,3088,powershell.exe,944,c:\windows\system32\windowspowershell\v1.0\powershell.exe
109,Process,04ad737a6336.xml,4428,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
110,Process,04ad737a6336.xml,1976,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
111,Process,04ad737a6336.xml,4624,powershell.exe,2816,c:\windows\system32\windowspowershell\v1.0\powershell.exe
112,Process,04ad737a6336.xml,3408,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
113,Process,04ad737a6336.xml,1508,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
114,Process,04ad737a6336.xml,3500,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
115,Process,04ad737a6336.xml,3580,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
116,Process,04ad737a6336.xml,4936,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
117,Process,04ad737a6336.xml,3716,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
118,Process,04ad737a6336.xml,5096,powershell.exe,1676,c:\windows\system32\windowspowershell\v1.0\powershell.exe
119,Process,04ad737a6336.xml,3396,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
120,Process,04ad737a6336.xml,4060,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
121,Process,04ad737a6336.xml,4576,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
122,Process,04ad737a6336.xml,4804,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
123,Process,04ad737a6336.xml,2448,powershell.exe,804,c:\windows\system32\windowspowershell\v1.0\powershell.exe
124,Process,04ad737a6336.xml,4064,powershell.exe,2804,c:\windows\system32\windowspowershell\v1.0\powershell.exe
125,Process,04ad737a6336.xml,4004,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
126,Process,04ad737a6336.xml,5168,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
127,Process,04ad737a6336.xml,5248,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
128,Process,04ad737a6336.xml,5304,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
129,Process,04ad737a6336.xml,5352,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
130,Process,04ad737a6336.xml,5360,powershell.exe,2456,c:\windows\system32\windowspowershell\v1.0\powershell.exe
131,Process,04ad737a6336.xml,5388,powershell.exe,1332,c:\windows\system32\windowspowershell\v1.0\powershell.exe
132,Process,04ad737a6336.xml,5396,powershell.exe,2540,c:\windows\system32\windowspowershell\v1.0\powershell.exe
133,Process,04ad737a6336.xml,5404,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
134,Process,04ad737a6336.xml,5456,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
135,Process,04ad737a6336.xml,5492,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
136,Process,04ad737a6336.xml,5572,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
137,Process,04ad737a6336.xml,5656,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
138,Process,04ad737a6336.xml,5684,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
139,Process,04ad737a6336.xml,5720,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
140,Process,04ad737a6336.xml,5736,powershell.exe,3104,c:\windows\system32\windowspowershell\v1.0\powershell.exe
141,Process,04ad737a6336.xml,5744,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
142,Process,04ad737a6336.xml,5752,powershell.exe,688,c:\windows\system32\windowspowershell\v1.0\powershell.exe
143,Process,04ad737a6336.xml,5776,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
144,Process,04ad737a6336.xml,5796,powershell.exe,2280,c:\windows\system32\windowspowershell\v1.0\powershell.exe
145,Process,04ad737a6336.xml,5820,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
146,Process,04ad737a6336.xml,5916,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
147,Process,04ad737a6336.xml,5996,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
148,Process,04ad737a6336.xml,6048,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
149,Process,04ad737a6336.xml,6108,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
150,Process,04ad737a6336.xml,6132,powershell.exe,3168,c:\windows\system32\windowspowershell\v1.0\powershell.exe
151,Process,04ad737a6336.xml,5244,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
152,Process,04ad737a6336.xml,4188,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
153,Process,04ad737a6336.xml,4216,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
154,Process,04ad737a6336.xml,5416,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
155,Process,04ad737a6336.xml,5476,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
156,Process,04ad737a6336.xml,4384,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
157,Process,04ad737a6336.xml,5708,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
158,Process,04ad737a6336.xml,4600,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
159,Process,04ad737a6336.xml,4744,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
160,Process,04ad737a6336.xml,6064,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
161,Process,04ad737a6336.xml,2812,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
162,Process,04ad737a6336.xml,4272,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
163,Process,04ad737a6336.xml,2116,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
164,Process,04ad737a6336.xml,6148,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
165,Process,04ad737a6336.xml,6172,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
166,Process,04ad737a6336.xml,6228,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
167,Process,04ad737a6336.xml,6292,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
168,Process,04ad737a6336.xml,6312,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
169,Process,04ad737a6336.xml,6340,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
170,Process,04ad737a6336.xml,6376,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
171,Process,04ad737a6336.xml,6456,powershell.exe,3324,c:\windows\system32\windowspowershell\v1.0\powershell.exe
172,Process,04ad737a6336.xml,6464,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
173,Process,04ad737a6336.xml,6508,powershell.exe,2736,c:\windows\system32\windowspowershell\v1.0\powershell.exe
174,Process,04ad737a6336.xml,6564,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
175,Process,04ad737a6336.xml,6696,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
176,Process,04ad737a6336.xml,6772,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
177,Process,04ad737a6336.xml,6856,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
178,Process,04ad737a6336.xml,6912,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
179,Process,04ad737a6336.xml,6960,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
180,Process,04ad737a6336.xml,7008,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
181,Process,04ad737a6336.xml,7052,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
182,Process,04ad737a6336.xml,7084,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
183,Process,04ad737a6336.xml,7116,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
184,Process,04ad737a6336.xml,7124,powershell.exe,1356,c:\windows\system32\windowspowershell\v1.0\powershell.exe
185,Process,04ad737a6336.xml,7160,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
186,Process,04ad737a6336.xml,5148,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
187,Process,04ad737a6336.xml,5616,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
188,Process,04ad737a6336.xml,5892,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
189,Process,04ad737a6336.xml,1208,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
190,Process,04ad737a6336.xml,5204,powershell.exe,3608,c:\windows\system32\windowspowershell\v1.0\powershell.exe
191,Process,04ad737a6336.xml,6708,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
192,Process,04ad737a6336.xml,4124,powershell.exe,2492,c:\windows\system32\windowspowershell\v1.0\powershell.exe
193,Process,04ad737a6336.xml,6632,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
194,Process,04ad737a6336.xml,5760,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
195,Process,04ad737a6336.xml,7020,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
196,Process,04ad737a6336.xml,4248,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
197,Process,04ad737a6336.xml,6024,powershell.exe,516,c:\windows\system32\windowspowershell\v1.0\powershell.exe
198,Process,04ad737a6336.xml,1212,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
199,Process,04ad737a6336.xml,6280,powershell.exe,3284,c:\windows\system32\windowspowershell\v1.0\powershell.exe
200,Process,04ad737a6336.xml,6276,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
201,Process,04ad737a6336.xml,6016,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
202,Process,04ad737a6336.xml,6528,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
203,Process,04ad737a6336.xml,6740,powershell.exe,3036,c:\windows\system32\windowspowershell\v1.0\powershell.exe
204,Process,04ad737a6336.xml,6596,powershell.exe,3440,c:\windows\system32\windowspowershell\v1.0\powershell.exe
205,Process,04ad737a6336.xml,6584,powershell.exe,3200,c:\windows\system32\windowspowershell\v1.0\powershell.exe
206,Process,04ad737a6336.xml,6800,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
207,Process,04ad737a6336.xml,6836,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
208,Process,04ad737a6336.xml,6432,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
209,Process,04ad737a6336.xml,6492,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
210,Process,04ad737a6336.xml,6636,powershell.exe,4484,c:\windows\system32\windowspowershell\v1.0\powershell.exe
211,Process,04ad737a6336.xml,6304,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
212,Process,04ad737a6336.xml,7276,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
213,Process,04ad737a6336.xml,7392,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
214,Process,04ad737a6336.xml,7424,powershell.exe,3836,c:\windows\system32\windowspowershell\v1.0\powershell.exe
215,Process,04ad737a6336.xml,7432,powershell.exe,3368,c:\windows\system32\windowspowershell\v1.0\powershell.exe
216,Process,04ad737a6336.xml,7460,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
217,Process,04ad737a6336.xml,7536,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
218,Process,04ad737a6336.xml,7588,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
219,Process,04ad737a6336.xml,7600,powershell.exe,1460,c:\windows\system32\windowspowershell\v1.0\powershell.exe
220,Process,04ad737a6336.xml,7668,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
221,Process,04ad737a6336.xml,7716,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
222,Process,04ad737a6336.xml,7776,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
223,Process,04ad737a6336.xml,7824,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
224,Process,04ad737a6336.xml,7880,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
225,Process,04ad737a6336.xml,7956,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
226,Process,04ad737a6336.xml,8064,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
227,Process,04ad737a6336.xml,8076,powershell.exe,3992,c:\windows\system32\windowspowershell\v1.0\powershell.exe
228,Process,04ad737a6336.xml,8084,powershell.exe,4716,c:\windows\system32\windowspowershell\v1.0\powershell.exe
229,Process,04ad737a6336.xml,8144,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
230,Process,04ad737a6336.xml,5632,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
231,Process,04ad737a6336.xml,7500,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
232,Process,04ad737a6336.xml,6736,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
233,Process,04ad737a6336.xml,2560,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
234,Process,04ad737a6336.xml,2260,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
235,Process,04ad737a6336.xml,7356,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
236,Process,04ad737a6336.xml,7496,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
237,Process,04ad737a6336.xml,5196,powershell.exe,5012,c:\windows\system32\windowspowershell\v1.0\powershell.exe
238,Process,04ad737a6336.xml,7648,powershell.exe,4344,c:\windows\system32\windowspowershell\v1.0\powershell.exe
239,Process,04ad737a6336.xml,6884,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
240,Process,04ad737a6336.xml,8228,powershell.exe,3708,c:\windows\system32\windowspowershell\v1.0\powershell.exe
241,Process,04ad737a6336.xml,8268,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
242,Process,04ad737a6336.xml,8356,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
243,Process,04ad737a6336.xml,8480,powershell.exe,2880,c:\windows\system32\windowspowershell\v1.0\powershell.exe
244,Process,04ad737a6336.xml,8608,powershell.exe,4832,c:\windows\system32\windowspowershell\v1.0\powershell.exe
